Gene,Hw1-6a,Hw1-6b,Hw1-6c,Hw2-6b,Hw2-6c,Wt1-6a,Wt1-6b,Wt1-6c,Wt2-6a,Wt2-6b,Wt2-6c
RNF14,24,24,32,5,4,5,3,4,5,12,6
RNF149,5,15,9,11,12,0,9,4,3,7,2
Rnf165,57,49,50,26,35,40,26,48,40,104,19
Rnf213,0,0,0,0,1,3,2,1,3,8,0
rnf213a,72,112,106,97,97,20,59,46,57,124,42
rnf217,30,41,43,39,37,36,33,38,30,87,28
RNF25,63,73,88,72,73,29,41,32,34,55,12
Rnf5,450,564,464,407,403,156,302,181,137,337,97
rnp24,221,192,220,244,239,67,158,97,104,168,51
rotA,60,85,56,33,49,8,25,16,12,33,14
rp2,9,11,5,12,6,2,2,10,5,7,9
RPAP3,17,33,27,22,47,9,24,28,33,55,40
rpc2,109,124,145,121,162,75,118,88,87,189,65
rpc53,217,261,263,174,266,58,161,89,86,166,66
RPL10,229,243,271,210,261,75,177,110,96,166,66
rpl1002,105,137,158,115,160,50,121,62,61,89,26
RPL10A,994,672,567,369,454,83,292,139,137,224,106
RpL11,186,182,187,194,226,54,122,54,46,106,42
rpl1102,304,257,231,295,317,78,180,110,113,179,65
rpl11a,32,39,58,45,60,41,55,31,44,88,25
Rpl12,148,109,82,73,94,39,55,34,28,45,23
RPL14A,506,354,339,251,293,49,212,100,96,204,67
rpl16,218,296,258,251,262,133,191,145,165,272,82
RpL17,2993,2416,2215,1933,2354,372,1330,542,448,845,311
RPL18AC,281,292,294,331,265,63,163,105,87,172,62
RPL18C,143,134,134,104,97,50,62,34,24,101,20
RpL19,451,433,438,294,362,94,184,159,146,255,88
RPL21,384,315,215,346,335,102,207,145,108,139,71
RPL21A,657,698,690,319,265,193,271,231,259,543,175
rpl22,16,24,32,31,60,14,31,12,10,45,10
Rpl23a,70,62,56,38,26,15,23,8,19,34,8
RPL26,101,88,82,89,72,28,47,24,24,36,13
RPL26B,101,88,87,70,65,16,34,14,27,30,12
RPL27,242,152,156,92,108,24,56,21,23,59,28
RPL27A,1656,1355,1061,1242,1349,576,1182,854,644,1060,444
Rpl28,467,432,395,312,277,71,162,75,91,162,41
RPL35AC,1124,941,754,815,748,315,500,377,352,562,211
RPL37,649,566,542,537,540,153,334,169,186,296,96
RPL40B,118,128,101,130,175,319,242,388,417,316,367
RPL7B,1428,1401,1314,1031,1111,412,660,566,487,913,313
RPL7D,300,260,228,143,171,85,123,108,96,164,78
RPL9B,291,223,192,227,222,65,156,76,84,117,44
rplE,110,116,107,192,192,58,110,64,73,135,48
rplM,573,701,579,604,653,315,497,324,325,608,204
rplO,130,134,138,307,372,101,214,101,90,165,76
rplQ,78,76,87,118,160,26,89,18,26,44,26
rplS,43,50,41,37,43,16,20,14,18,27,17
rplU,58,59,51,87,96,17,48,32,21,50,12
rplW,85,102,92,163,205,38,115,49,59,115,43
rplX,54,78,79,115,154,20,74,37,38,90,20
RPN10,261,306,302,248,260,75,186,86,101,179,84
RPN2A,558,660,640,507,733,269,480,269,269,604,177
RPN8A,381,478,406,348,364,66,175,71,93,178,71
rpoB,89,100,101,86,97,81,68,86,96,200,49
rpoC1,76,120,133,81,85,42,58,47,51,127,44
rps15a,663,551,460,548,578,170,462,254,222,358,142
RPS19B,189,193,204,311,233,52,151,71,76,171,49
RPS23,240,169,129,141,136,29,80,39,27,66,46
rps25,495,375,352,412,398,97,243,115,124,207,93
RPS3,76,105,114,64,91,25,61,28,15,73,20
RPS30,92,73,82,49,70,16,47,22,22,44,19
RPS3A,119,109,132,73,120,24,62,36,46,81,26
RPS3C,903,863,648,606,632,280,422,262,242,520,180
rps4x,310,296,353,333,384,132,227,157,157,275,107
RPS5,763,603,613,576,616,278,473,332,339,657,226
RPS7,236,233,169,113,144,38,98,61,65,109,40
RPS7A,985,937,914,946,980,282,621,417,384,592,237
rps8,208,203,181,141,180,44,126,84,69,145,52
RPS8B,739,689,668,587,702,255,475,266,275,472,160
RPS9B,959,831,649,690,653,244,454,223,233,410,171
RPS9C,68,85,63,46,31,14,46,36,13,26,10
rpsT,18,30,29,71,81,17,58,24,26,55,19
RPT1A,352,409,392,282,338,151,215,133,121,295,96
RPT3,40,61,35,27,24,8,21,19,22,42,13
rpusd1,5,13,17,7,8,4,7,3,4,4,1
Rraga,1,1,3,1,5,0,4,3,3,6,3
Rrbp1,137,141,184,126,202,128,150,102,113,218,63
RRN3,33,40,40,40,44,18,24,30,28,46,20
rrp41,47,52,45,29,34,19,27,7,11,33,4
RRP44A,70,87,75,67,100,36,55,52,64,107,32
rrp5,16,11,9,8,13,3,5,9,9,30,7
Rrs1,209,258,268,230,223,89,153,87,80,214,50
RS31,160,194,157,80,79,25,55,36,33,71,20
rsgI3,196,218,192,151,155,56,101,74,69,143,43
rsmA,202,308,240,272,397,162,244,123,145,295,126
rsmB,6,11,5,11,18,5,9,6,9,18,4
rsmH,125,169,171,120,182,48,99,26,29,71,21
rsp-4,107,97,96,95,125,40,61,42,46,108,27
RSP1,104,131,169,97,127,50,91,34,44,108,26
RSP4,283,352,311,264,356,72,199,80,84,142,18
rsph10b,193,253,231,175,173,88,108,84,86,155,63
RTCA,153,142,122,109,150,98,128,104,100,227,68
rtel1,156,154,139,108,146,72,102,74,103,160,56
RUS2,36,63,42,60,55,37,35,39,37,74,17
rutB,13,22,20,20,12,12,11,6,15,29,15
rutD,66,72,60,92,102,58,65,54,71,127,44
ruvbl1,456,526,528,446,544,237,347,265,250,549,184
Rv1533,180,244,223,307,291,124,193,120,133,314,89
rvb2,68,78,61,152,79,43,71,28,32,88,32
RZ1C,126,147,136,135,126,59,82,67,40,95,38
S58_31510,143,158,201,88,139,96,88,53,74,157,31
SAC1,99,128,83,103,108,61,81,65,63,101,37
SACOL0050,104,141,122,165,245,104,148,100,87,193,58
SAE1,139,122,138,103,97,56,84,58,69,130,31
SAM1,410,494,472,444,380,231,279,224,222,438,155
SAMC2,109,171,145,94,99,91,72,77,97,182,59
SAMN05216236_12253,57,66,63,45,49,12,39,14,15,30,7
SAMN05444159_3017,4,5,4,2,4,0,3,0,0,0,0
SAMN05878437_2236,152,175,140,221,174,89,139,97,111,223,58
SAR1B,73,115,108,106,119,88,77,66,83,187,55
SASS6,121,144,98,90,112,66,90,100,80,178,43
SBE1,17,22,18,33,32,18,25,29,25,41,13
sbk1,69,80,67,102,132,48,80,52,49,113,34
SC34,114,150,137,124,180,141,134,127,243,194,194
SCLY,15,16,10,10,10,11,9,18,9,25,8
Scn2a,67,72,67,50,48,31,26,30,27,82,21
scn4ab,13,10,7,15,26,11,19,9,13,16,8
SCN5A,85,114,133,85,154,84,109,62,51,116,51
Sco1,165,156,133,135,149,37,90,52,46,69,31
SCO4644,8,15,14,11,21,42,23,64,42,70,18
SCO7813,48,69,73,30,47,14,26,7,12,21,9
SCPL48,243,247,256,170,198,209,205,247,236,469,148
SCPL50,16,18,14,27,28,6,15,19,13,24,13
scu,46,50,37,37,53,26,30,32,22,54,25
SDH1,49,45,79,53,60,26,43,24,24,40,22
SDN1,131,170,180,132,157,67,97,67,70,125,51
SDP1,179,191,192,113,139,46,97,43,41,102,37
SDR16C6,16,34,15,8,3,5,15,10,5,21,2
SEC,82,130,91,74,82,50,66,49,65,115,39
SEC13,64,83,77,61,51,30,41,37,34,80,27
SEC14L1,39,72,54,39,58,37,45,42,52,121,25
SEC23,54,63,39,44,73,56,53,56,56,125,44
SEC24C,80,111,133,79,195,89,157,83,111,183,69
SEC61G,31,41,51,42,41,11,25,10,6,20,4
SECA1,12,24,26,12,32,15,25,13,24,39,12
secA2,0,0,0,20,12,4,9,6,9,20,2
selenbp1,24,35,30,24,23,17,14,14,9,15,9
SELP,13,41,27,28,35,21,24,11,19,38,11
sepA,11,6,6,7,9,20,9,29,32,71,23
sepH,92,115,132,94,147,55,94,50,59,126,52
set10,15,19,20,12,14,8,19,9,12,30,15
SF3B2,341,472,460,388,408,146,301,125,134,329,109
SF3B4,26,30,28,17,31,3,15,2,4,7,3
SFH1,33,56,31,43,52,36,25,35,38,91,22
SFH2,24,26,14,17,7,12,7,11,16,28,9
SFH9,1,1,0,3,7,47,12,40,35,72,19
sft2,186,223,226,195,268,112,191,117,91,256,83
sfxn,103,159,123,96,121,155,114,166,219,358,113
sgmD,107,129,120,57,47,37,37,33,43,95,24
Sgpl1,53,48,55,29,50,33,35,40,43,91,13
Sgta,367,456,489,415,413,164,308,174,167,402,129
Sgtb,6,5,4,4,2,2,12,9,8,17,7
Sh,116,168,139,134,133,69,95,62,66,138,40
shkE,33,44,53,42,37,7,31,9,18,37,10
Shprh,263,248,252,180,280,28,121,58,49,103,29
si:dkey-18l1.1,17,32,29,22,26,4,20,22,21,55,20
Siae,66,93,111,77,72,27,50,26,36,52,27
SIAM614_14660,261,263,285,135,139,77,115,72,90,156,61
sir1,294,376,446,300,490,120,325,98,104,199,66
SiRe_1449,15,9,3,10,14,6,10,7,4,16,5
sirt2,321,270,261,210,286,97,187,99,100,185,76
Sirt6,205,286,317,234,225,179,153,146,140,303,104
SIRT7,9,11,17,36,51,14,29,8,13,41,14
SIS1,19,20,16,16,15,3,6,8,10,19,4
SIS3,249,236,233,191,189,144,141,159,202,398,112
SIZ1,90,88,90,83,99,26,55,33,31,69,16
SKI2,11,11,7,9,15,13,7,18,18,33,4
Skiv2l2,52,80,104,29,108,49,69,68,82,134,56
SKOR,40,47,48,37,43,5,23,9,14,20,9
SLC10A2,102,105,129,82,81,29,55,49,48,70,29
SLC12A7,113,152,143,92,122,43,86,44,41,92,25
Slc15a1,20,20,17,12,13,26,19,28,30,52,22
Slc16a10,24,38,35,31,34,31,30,40,36,78,14
slc16a12,93,95,112,72,77,31,60,38,38,80,25
Slc22a18,144,172,173,107,120,63,83,57,65,130,44
Slc22a20,114,160,152,94,94,46,72,42,66,123,36
SLC22A4,7,11,8,9,8,6,8,9,16,16,13
slc22a6-a,469,515,539,399,486,146,316,193,189,340,128
SLC24A5,44,49,54,51,44,20,36,33,29,56,17
Slc25a20,94,93,106,62,93,46,69,47,56,83,22
Slc25a29,72,115,108,91,118,81,75,56,64,105,22
SLC25A36,201,230,194,200,147,95,128,115,120,220,74
SLC25A44,493,583,598,360,312,128,240,126,114,272,94
SLC25A45,87,107,105,70,71,40,48,28,26,78,23
Slc26a5,3,3,3,2,1,1,3,8,5,7,7
SLC29A2,62,65,63,29,29,83,42,74,96,187,73
Slc34a2,553,798,743,1478,1760,926,1295,698,752,1622,435
SLC35A1,126,153,155,117,107,105,92,81,99,172,51
slc35b2,24,36,25,11,35,40,26,25,25,56,13
SLC35C2,45,63,42,26,24,7,20,7,8,13,7
Slc35e2,42,35,49,32,41,12,36,19,18,51,9
SLC35F6,143,200,164,112,124,77,93,77,79,162,59
slc37a3,30,38,46,16,20,49,25,42,40,76,21
SLC38A3,117,140,135,96,123,47,74,58,55,112,26
SLC44A3,72,68,65,74,71,32,51,45,35,85,32
Slc44a4,197,276,305,218,294,140,213,122,121,249,78
Slc44a5,57,88,49,59,44,30,50,34,30,65,21
SLC4A10,113,91,73,67,72,22,45,20,19,50,10
Slc50a1,17,26,19,20,15,12,20,12,13,25,11
SLC5A10,154,158,156,112,134,42,79,42,55,117,31
Slc6a12,105,119,131,156,257,84,158,77,86,154,67
Slc8b1,62,90,79,63,57,43,39,54,59,82,13
SLC9B2,190,205,166,113,142,142,123,140,150,274,105
sll,43,48,33,25,37,9,28,12,11,34,7
sll0108,76,95,144,90,151,188,117,157,146,289,49
sll0608,107,120,122,105,73,53,66,41,56,108,27
sll0615,358,471,518,375,453,134,247,115,129,279,82
sll1024,8,25,21,15,26,9,14,11,16,22,8
sll1917,79,92,77,73,57,32,66,33,16,48,19
slo,107,151,130,55,68,74,49,88,81,168,63
SLT3,23,36,30,24,29,5,19,14,18,19,4
SLU7,65,75,79,82,82,41,52,37,42,98,24
slx1,6,6,2,2,4,0,3,4,6,10,1
smc1a,1025,1275,1251,1134,1434,905,1295,883,871,1659,781
SMC2-2,18,28,29,13,24,14,24,27,18,33,8
smd2,87,110,94,118,95,60,88,45,58,126,38
SMD3B,38,37,43,53,52,10,24,14,18,29,9
SMO2-2,96,101,103,64,64,27,48,33,42,77,24
Smok1,115,150,158,123,160,91,93,53,76,149,52
Smok2b,269,331,331,154,218,173,160,174,178,379,119
SMSP2_00015,69,64,75,54,74,5,51,15,11,35,8
Smyd1,26,38,40,37,51,28,22,35,31,67,17
SMYD2,37,31,32,32,36,12,15,22,17,32,14
smyd2-b,64,104,100,74,97,22,52,23,20,56,14
smyd2b,3,10,5,4,5,2,6,1,3,1,3
SMYD5,72,71,67,96,113,49,71,48,41,77,32
sna41,334,404,404,303,467,86,305,81,109,232,82
Snip1,208,216,250,189,253,58,126,93,71,171,51
SNOG_09898,9,4,6,8,15,12,10,14,6,15,11
SNRNP40,278,297,327,264,305,129,170,147,123,251,77
snrpb,152,208,229,168,215,76,152,102,93,194,67
sol,203,222,230,216,209,105,164,147,136,276,85
sop2,90,87,70,98,96,83,63,74,80,144,50
SOT12,94,96,118,75,109,30,55,36,41,89,23
Sowahc,14,15,14,4,10,6,13,8,8,29,8
SP41A,87,118,127,156,254,160,165,145,107,236,81
SPAC12B10.04,142,157,120,217,218,104,136,105,116,249,72
SPAC1782.12c,122,134,87,70,58,63,74,41,48,83,24
SPAC17G8.11c,37,48,51,41,32,12,31,13,16,38,13
SPAC186.07c,288,351,380,300,516,229,355,235,224,492,177
SPAC19G12.09,5,7,4,12,9,6,8,12,7,27,8
SPAC1F5.03c,13,8,10,22,9,11,10,6,12,18,7
SPAC29A4.15,167,179,176,181,192,117,153,121,114,270,73
SPAC328.09,117,115,116,104,87,36,42,37,30,68,21
SPAC4G8.04,249,310,306,642,568,195,398,164,195,397,141
SPAC513.02,30,39,43,33,69,20,42,25,30,51,11
SPAC5H10.03,20,22,24,24,29,10,16,11,12,15,12
SPAC6G9.14,108,143,107,107,124,62,84,44,61,130,50
SPAC8F11.04,179,213,253,211,247,83,163,88,103,213,44
SPAC977.17,8,5,12,3,5,31,12,24,32,47,13
Spag6,38,63,77,76,103,39,60,51,59,105,34
SPAN,288,356,375,291,319,62,201,70,82,180,72
SPAPB17E12.14c,276,320,291,297,283,83,175,102,82,188,79
SPATA17,89,112,110,91,128,115,89,103,109,198,61
SPBC543.02c,38,56,74,123,131,48,92,52,56,92,31
SPBP35G2.11c,157,186,174,142,176,55,122,61,69,148,53
SPC25,348,367,382,274,385,74,229,89,89,165,55
SPCC126.07c,18,22,18,15,14,18,23,48,33,60,18
SPCC1827.03c,367,464,467,381,406,319,260,236,238,583,147
SPCC550.07,15,18,16,11,13,3,11,5,12,32,13
SPCC777.06c,11,8,4,5,9,11,5,9,11,13,0
SPCC825.05c,118,89,94,102,110,22,70,34,39,89,32
SPF1,12,9,13,15,33,13,19,10,10,27,5
sphX,40,40,45,15,23,39,27,53,64,88,27
spin,99,130,96,108,133,35,85,32,38,99,42
spl-1,4,4,2,13,13,5,5,10,11,20,4
SPL2,1,4,3,0,0,3,3,5,3,10,5
spn-E,25,29,27,27,37,7,21,30,43,78,41
spns1,32,38,45,33,51,17,20,16,15,23,9
SPOUT1,8,14,16,11,6,1,12,3,5,14,3
SPR1,141,171,151,117,152,88,104,89,82,196,52
SPSB1,39,26,21,12,7,10,9,12,10,25,1
Spt6,62,73,72,75,82,37,53,47,44,78,30
sqd,17,28,18,32,46,15,35,17,14,34,18
SQD2,137,179,188,133,188,107,150,86,104,210,54
sqv-2,424,448,410,347,363,150,256,146,175,338,107
sqv-3,35,39,45,29,35,15,14,21,11,37,7
src-2,14,14,13,1,6,6,5,11,8,17,3
Src42A,2,0,2,6,2,1,4,6,3,8,2
SRT1,198,241,204,214,230,137,158,140,134,284,107
SSB,6,9,8,15,18,17,20,20,20,33,8
ssh,50,55,49,44,48,11,47,21,19,45,8
SSO2706,355,331,298,250,287,130,205,125,159,284,82
SSP1854,107,113,95,65,104,54,88,65,82,138,44
SSRP1,338,413,414,532,574,326,422,341,338,642,238
ssuB1,43,51,38,35,37,25,19,19,30,70,14
ST13,10,23,23,7,21,10,7,9,10,27,7
Stag1,638,865,849,590,743,280,476,296,313,628,214
STC,131,179,198,97,170,141,119,220,247,499,132
STE23,1,9,7,9,10,9,8,9,13,20,6
STE24,144,149,127,220,173,72,139,82,101,233,83
STIPL1,71,82,110,71,100,75,62,74,88,187,53
STK_02580,109,108,157,64,101,28,56,46,46,80,25
STK33,253,324,312,378,446,176,304,199,188,418,120
STK36,22,20,23,20,24,66,27,57,50,100,32
STK38L,195,229,250,168,255,74,156,57,73,166,50
stk4,19,17,14,7,18,4,11,3,4,9,1
STOML2,43,45,76,40,62,17,44,28,23,55,15
stpg2,168,180,261,192,277,44,143,74,85,187,66
strip1,58,93,69,63,45,27,40,16,25,46,16
sts1,9,20,5,19,25,11,10,12,9,15,8
STT3A,10,12,6,6,15,5,9,8,9,17,6
STY46,124,142,113,84,114,64,96,72,87,144,56
styx-a,67,73,74,49,47,39,34,34,29,91,27
styx-b,53,79,61,54,39,28,33,29,31,62,16
sua1,91,115,115,131,153,65,87,78,84,149,40
SUC2,166,197,196,83,90,36,65,32,52,86,36
SUF4,164,230,185,167,198,45,124,39,38,93,41
sulp-3,1,1,0,2,7,2,5,0,2,3,1
SULT3A1,47,56,46,48,50,8,40,14,19,26,13
SULTR2,117,147,152,166,161,47,101,57,80,123,61
SULTR4;1,56,56,52,40,69,7,32,18,20,30,10
SUMF2,15,29,22,17,9,19,18,23,35,41,22
Supt5h,120,158,162,99,89,17,62,45,39,76,34
surA,51,71,61,42,39,30,26,47,50,88,37
Susd2,0,0,0,7,8,9,6,6,3,15,7
SUT5,7,2,6,4,14,9,4,2,6,11,4
SUV3,3,13,7,15,6,10,5,12,16,23,13
svopl,22,23,32,12,23,29,22,17,19,42,8
Swap70,31,43,52,18,32,35,20,24,25,68,19
SWC6,282,313,286,258,264,111,185,67,74,190,58
swd2,13,18,20,9,15,8,10,11,7,12,5
Swol_0347,16,15,14,32,36,15,17,16,21,39,10
SWR1,4,3,7,8,11,0,2,4,6,10,5
SYM1,21,24,13,12,9,2,10,6,2,13,2
syn7A,35,71,51,54,51,25,36,21,24,50,17
SYNJ2,57,80,77,51,90,32,63,38,30,81,30
SYT2,81,115,108,124,151,123,98,89,114,202,60
T07D4.2,271,248,285,275,257,63,149,67,59,131,62
tagD,32,41,49,29,56,17,38,10,15,24,7
tal,24,44,33,55,55,33,43,28,30,75,19
tap,59,74,73,58,59,29,38,21,34,78,27
TARBP1,9,14,24,13,24,6,9,21,16,45,9
Tas1r1,4,6,7,1,11,6,2,8,5,10,2
Tasa_019_002,8,10,11,8,15,5,11,8,12,14,12
Tat,124,138,126,96,142,63,124,94,96,139,63
taw22,28,25,25,25,22,17,15,23,21,42,11
TBC1D1,26,36,36,25,27,22,20,20,21,48,15
Tbc1d10b,614,769,728,576,731,290,489,302,305,579,197
TBC1D8B,11,19,16,25,28,21,16,9,14,41,7
TBCC,3,1,4,1,1,3,2,1,6,5,4
TBCD,9,12,11,10,7,9,7,16,21,38,8
TBP2,79,99,81,70,99,48,67,65,48,108,29
tcdA,171,198,188,155,278,183,163,131,143,323,96
TCEA1,43,59,57,49,53,16,32,19,17,51,12
TCEA2,2,6,3,2,3,5,7,6,8,9,4
Tdp2,17,18,16,18,25,15,17,12,15,35,7
tea1,83,75,88,86,63,9,34,11,11,10,3
TEB,72,96,76,76,159,27,89,36,45,75,33
TEKT4,37,45,42,29,42,42,38,33,34,76,33
TENM2,575,679,673,522,594,281,406,299,275,577,149
terC,374,459,386,334,450,196,300,301,316,488,158
terZ,256,254,249,127,153,59,81,66,66,123,40
Tex14,23,28,21,25,14,3,10,2,3,3,3
tfb2,12,32,19,16,23,11,18,15,12,48,15
TFC7,23,28,38,21,16,8,16,6,7,19,14
TfIIB,82,110,94,76,110,92,72,79,85,166,62
TFT3,208,241,250,271,268,127,248,177,229,381,132
Tg,15,25,22,12,14,16,17,11,10,34,9
TGFBI,178,235,223,217,306,139,192,104,109,286,74
Tgs1,43,61,53,48,65,28,36,34,30,68,28
THA2,41,55,62,42,40,9,26,12,10,25,6
THAPSDRAFT_2779,130,159,182,148,180,85,115,54,75,139,41
THI1-4,619,563,560,236,216,236,217,265,260,480,129
THIC,382,530,491,375,489,144,287,165,167,391,120
thiM,54,42,61,47,56,31,33,22,25,66,11
THO3,88,102,89,77,93,49,63,53,45,100,22
THOC2,145,203,234,157,263,111,173,122,117,227,76
Thop1,2,1,1,22,17,13,35,23,17,40,7
thrC,73,87,79,72,71,17,37,15,21,34,18
Thumpd2,184,183,185,138,145,42,84,66,58,127,35
THUMPD3,1,3,2,6,6,2,2,3,6,7,2
THY-2,292,346,382,309,369,182,240,140,173,337,89
TIC20-V,113,146,136,118,100,79,85,84,105,251,61
TIC32,132,122,146,135,120,63,79,60,62,99,36
TIF,98,70,72,50,71,17,40,21,20,46,14
tif11,105,124,114,126,104,33,65,46,33,72,23
TIF34,94,157,146,73,72,45,52,50,35,82,38
TIF3H1,508,569,585,448,453,176,321,188,193,394,107
TIF45,276,302,274,245,322,57,197,93,83,157,60
tif471,110,135,112,108,128,105,99,118,124,259,100
tilS,98,96,108,77,64,39,39,34,43,84,22
TIM14-3,55,59,54,53,48,27,44,28,25,41,8
TIM23,144,120,129,105,104,30,66,37,53,85,20
timm8a,43,42,33,39,32,27,30,34,32,60,18
TIP3-1,197,209,215,151,171,155,123,169,172,366,121
tipC,6,8,14,3,15,9,13,12,6,26,4
TK,26,23,27,14,20,17,16,24,20,28,10
Tktl2,109,156,150,100,119,66,85,64,73,173,50
TLL1,170,200,202,121,153,42,101,19,22,38,23
TM_1254,50,63,56,38,40,20,33,12,16,34,15
Tm9sf3,182,234,183,187,175,130,126,154,152,268,82
Tmbim4,198,193,192,128,106,82,78,66,59,144,57
tmem104,77,96,110,56,83,29,55,36,28,81,19
TMEM117,135,220,180,152,193,58,120,58,39,108,22
Tmem128,127,143,148,119,116,54,93,63,55,112,47
TMEM144,97,87,83,50,45,40,35,57,42,74,28
TMEM165,11,13,16,9,10,6,12,4,6,6,2
Tmem17b,330,348,347,331,310,118,209,176,199,287,123
Tmem184b,11,10,21,16,17,11,13,13,13,27,11
TMEM222,23,22,27,28,30,5,9,13,9,17,5
Tmem245,158,206,177,148,149,103,118,105,103,194,67
TMEM43,67,86,65,49,54,31,34,28,39,78,27
TMEM65,87,79,101,54,80,26,62,23,41,72,16
TMN4,276,381,374,280,363,169,250,157,167,377,113
tmp1,84,92,123,95,109,71,75,78,69,172,47
Tmprss13,80,95,88,53,42,15,28,16,10,22,9
Tmprss6,151,228,221,369,536,223,352,225,226,491,144
Tmtc4,36,54,41,34,41,14,29,16,14,36,8
tnaA,143,138,121,75,89,35,63,43,50,90,34
Tnn,1,6,4,8,6,8,7,8,10,16,7
Tnpo3,191,208,229,205,199,34,120,46,53,135,39
tobZ,10,2,6,5,11,5,10,10,12,21,6
TOC64,122,184,196,138,192,79,119,61,62,133,56
todS,71,104,101,52,103,40,81,32,16,78,14
tol1,109,117,125,127,154,51,101,79,83,156,48
TONSL,10,8,7,9,11,16,4,20,18,39,17
topB,239,315,311,244,251,166,175,150,149,328,117
TOPH_07126,77,132,115,70,79,61,58,69,68,147,40
TOPP1,4,1,1,5,5,4,2,3,6,9,2
tpa,201,259,240,171,202,80,121,79,81,188,50
TPC1,116,133,136,54,45,31,42,32,47,77,24
TPC1A,8,7,8,7,10,54,16,30,46,108,34
Tpi,231,288,251,236,312,231,245,232,246,487,167
TPK2,40,34,46,38,41,10,23,31,40,82,35
TPK3,138,161,153,137,173,63,79,62,80,176,84
TPKC,66,81,60,53,46,22,41,15,16,33,13
TPPP2,172,245,245,150,228,64,130,84,68,179,47
TPS1,7,7,6,8,8,6,10,5,5,19,5
TPS5,43,43,65,40,72,49,53,34,30,86,21
tpsA,170,271,229,185,229,97,155,102,98,215,68
TPT,150,220,189,178,177,66,119,72,48,136,56
Traf3ip1,293,375,345,262,288,127,222,124,97,225,25
Trank1,0,0,0,0,0,1,0,1,1,1,0
trappc3,69,93,86,99,81,36,69,27,19,61,24
TRAPPC6B,19,39,34,16,25,27,29,20,20,64,24
TREH,31,46,47,35,28,20,21,24,25,52,25
treZ,89,115,102,109,98,58,92,59,51,99,33
Trf4-1,230,305,259,130,120,108,102,84,89,218,72
TRIM11,8,16,4,4,4,0,3,0,0,3,0
TRIM24,27,39,48,69,82,34,43,37,36,74,29
Trim28,3,5,4,5,12,2,3,3,4,7,2
Trim33,21,27,20,25,54,18,29,15,11,39,14
TRIM5,142,178,181,97,84,61,66,43,49,94,36
trim71,59,79,97,62,99,44,64,42,29,100,23
TRK2,39,42,33,32,38,26,31,34,38,59,30
TRM13,19,15,30,23,31,25,25,37,31,60,14
TRM61,102,110,133,56,105,39,69,51,60,102,33
trmH,14,12,16,20,13,2,4,3,3,3,2
tropI,167,167,151,129,179,83,154,141,164,193,87
Troponin,27,26,22,33,16,22,27,42,33,53,8
Trpa1,181,233,239,169,189,92,112,49,50,151,53
TRPM1,9,7,4,28,9,9,6,5,9,14,2
trt7,40,45,37,33,38,15,30,19,21,36,10
truA,2,4,1,1,4,5,3,4,3,3,2
truC,96,132,125,114,160,51,101,61,66,114,40
trxA,94,101,96,72,71,50,68,57,57,123,33
TRY3,150,202,207,186,270,138,197,122,95,251,63
TSC10B,34,49,42,34,31,66,45,71,57,131,20
tsf,159,219,191,390,474,128,297,107,103,243,74
TSP11,65,90,87,71,123,59,78,72,70,150,48
TSPGSL018_17232,197,161,168,174,213,100,166,124,138,263,96
TSPGSL018_30470,3,3,4,2,1,0,3,0,0,0,1
TSR3,5,15,9,6,12,7,11,26,22,30,4
tssc1,10,18,17,16,24,20,21,22,22,30,12
Tssk5,55,66,63,52,49,53,54,44,48,97,35
Ttc1,33,40,42,16,32,25,18,18,32,53,22
TTC28,407,499,457,281,351,184,234,199,182,403,108
Ttc29,57,68,69,78,80,15,39,26,26,44,13
ttc30a,328,368,368,280,386,105,233,97,95,209,55
ttc4,126,141,165,128,131,51,99,37,60,106,46
ttcA,22,35,24,28,41,18,25,33,26,49,16
TTHERM_00316190,1,0,4,5,6,8,3,11,11,22,5
TTHERM_00355780,360,418,429,306,403,198,279,192,208,431,123
TTL4,25,27,15,30,23,15,24,24,14,46,13
Ttll1,189,178,190,201,154,36,74,37,43,77,22
TTLL3B,52,68,71,51,49,23,38,28,23,58,20
TTLL3D,65,77,93,65,98,48,55,28,39,75,26
Ttll6,18,19,16,29,45,22,25,12,22,34,13
ttuE,143,199,209,147,227,150,123,134,141,263,79
TUB,151,209,162,151,138,47,80,39,45,88,27
Tuba3a,132,170,166,105,136,50,78,58,59,116,41
Tube1,29,30,25,26,23,16,22,20,21,48,14
TUBGCP2,103,142,126,105,123,59,82,58,63,119,62
twf2-b,356,477,467,281,427,462,396,391,377,883,314
TXN,431,438,456,250,272,187,225,215,205,425,140
Txnl4a,172,235,186,169,149,53,111,51,74,144,44
TXNRD1,57,63,52,39,47,13,44,18,16,29,8
TY1B-ML2,90,87,50,110,90,41,55,60,50,76,35
TY4B-H,12,6,11,4,1,2,4,2,1,4,2
TY4B-J,19,31,31,37,29,22,35,29,30,45,25
tylN,73,90,84,45,39,38,27,27,37,69,28
typA,151,204,225,144,220,93,140,77,124,231,85
tyrP-A,123,116,125,90,102,32,62,30,29,72,22
tyrR,54,86,87,82,117,31,49,21,32,53,13
TYW1,390,463,465,400,467,112,279,116,115,275,99
U2AF2,51,63,80,61,76,36,42,19,26,62,11
U2AF65A,79,93,114,76,101,46,73,42,42,116,31
U2AF65B,425,350,326,329,434,180,366,245,234,393,146
U2surp,5,7,8,4,7,4,1,5,14,19,10
